,name,acres,NAME,Shape_Area,Shape_Are,geometry,area_joined,tab_share
57,Barry Park,12.620920810514711,University Neighborhood,2005150.0,2005151.16711,"POLYGON ((409052.4449863351 4764693.345792248, 409046.7389417104 4764680.885747006, 409041.6695155954 4764668.153412009, 409037.2497190619 4764655.181240259, 409033.4908752241 4764642.002316567, 409030.4025192534 4764628.650359424, 409027.9925926654 4764615.159417363, 409026.2671453138 4764601.563974555, 409025.2307314627 4764587.898743371, 409024.8859099853 4764574.198673793, 409025.233536712 4764560.498547927, 409029.2628040239 4764480.999105065, 409029.2231010122 4764474.12601938, 409028.4097660338 4764467.301217912, 409026.8332313045 4764460.611299309, 409024.5135022803 4764454.141481784, 409021.4799257088 4764447.973907608, 409017.7713820128 4764442.187239467, 409013.4347519985 4764436.854889511, 409008.5254109934 4764432.044710028, 409003.1057087634 4764427.817922163, 408997.2444546544 4764424.228325683, 408926.4110313986 4764386.164289067, 408925.4745406062 4764385.758067786, 408924.4834090423 4764385.513868167, 408923.4653624458 4764385.438467095, 408922.4490413173 4764385.534124444, 408921.4629919119 4764385.798102129, 408920.5347704093 4764386.222880987, 408919.690452542 4764386.796669994, 408918.9538320675 4764387.503321378, 408918.3454343659 4764388.323049191, 408917.8823240941 4764389.232832897, 408917.5776185645 4764390.207126521, 408917.4398012657 4764391.218571558, 408896.8381551061 4764790.354241004, 409074.1520701292 4764799.343537419, 409074.4271953885 4764787.19729746, 409074.0200427285 4764775.054822308, 409072.9320337726 4764762.954383034, 409071.1664855346 4764750.934014992, 409068.7290159236 4764739.03181014, 409065.6273287387 4764727.285121157, 409061.8712230981 4764715.73106122, 409057.4724840581 4764704.406006112, 409052.4449863351 4764693.345792248))",51075.09959123957,0.025471944673804064
58,Sherman Field,2.184426535171595,University Neighborhood,2005150.0,2005151.16711,"POLYGON ((409354.3669833944 4764406.340715388, 409359.7428202715 4764302.873469374, 409359.6694402022 4764300.763567404, 409359.2330236323 4764298.698007877, 409358.4467377022 4764296.738739166, 409357.3341884899 4764294.944512993, 409355.9287873363 4764293.369096494, 409354.2726249394 4764292.059893491, 409352.415336018 4764291.056066037, 409350.412786677 4764290.387859168, 409348.3249470432 4764290.075141106, 409302.7053169476 4764287.245325197, 409300.7874108703 4764287.274484579, 409298.8980774164 4764287.604588971, 409297.0839607401 4764288.227559363, 409295.3903641624 4764289.127842437, 409293.8592642144 4764290.28314796, 409292.5287146776 4764291.664660006, 409291.4317658897 4764293.238057286, 409290.5957801424 4764294.964326008, 409290.0414471668 4764296.800578397, 409289.7825050118 4764298.701157888, 409284.4023280785 4764402.246104271, 409284.4758087453 4764404.356004832, 409284.9122260705 4764406.421564703, 409285.6984128881 4764408.380835486, 409286.8109648807 4764410.175161624, 409288.2164650151 4764411.750476108, 409289.8726282933 4764413.059678754, 409291.729918029 4764414.063505694, 409293.7324680774 4764414.731711906, 409295.8204082368 4764415.044427315, 409341.4399425972 4764417.874226726, 409343.3644758824 4764417.841241803, 409345.2599083376 4764417.505821965, 409347.0788961219 4764416.876059441, 409348.7760435151 4764415.967909293, 409350.3090779042 4764414.803867348, 409351.6397493916 4764413.412953233, 409352.7348171741 4764411.829991804, 409353.5670246131 4764410.094294846, 409354.1156895366 4764408.249149965, 409354.3669833944 4764406.340715388))",8840.068368124521,0.004408679262255127
59,Thornden Park,75.89804977101907,Westcott,1591060.0,1591054.9501,"POLYGON ((408463.9345815365 4765734.502335122, 408454.7095970305 4765734.064045804, 408443.8449602772 4765733.547916552, 408428.1108359732 4765732.800460141, 408423.7553657846 4765732.593568739, 408403.677517965 4765731.639863503, 408383.5843918688 4765730.75094294, 408362.2866507265 4765729.743793533, 408328.334439137 4765728.138276651, 408315.0782256019 4765727.511416364, 408289.7080986762 4765726.311726619, 408275.6596469601 4765725.647441829, 408270.3570824112 4765725.39664703, 408260.4400413525 4765724.927660385, 408249.748851808 4765724.422106048, 408246.7424150675 4765724.279957118, 408239.5823673789 4765723.941363428, 408233.0448448117 4765723.632223547, 408228.100631255 4765723.398424813, 408219.6516812046 4765722.998922073, 408213.8378717075 4765722.72397676, 408206.2584592167 4765722.365566446, 408195.6240985465 4765721.862699806, 408192.86519431 4765721.732248284, 408179.4720009431 4765721.098960342, 408163.1606841459 4765720.327563176, 408150.2505042513 4765719.717052167, 408142.2453342731 4765719.338518892, 408135.6396796936 4765719.026195505, 408135.4101913245 4765723.294609656, 408135.366478303 4765724.107887816, 408135.243635947 4765726.392767036, 408134.5142178492 4765739.961372447, 408129.7575502933 4765739.704708584, 408093.126854575 4765737.728194796, 408089.5494999862 4765804.36361687, 408075.9184411179 4766057.463702505, 408054.5384234785 4766454.4511672, 408244.4778677752 4766468.009404289, 408298.7879415579 4766471.886154049, 408305.8583388345 4766470.157885557, 408312.7315712078 4766467.762769797, 408319.3449559081 4766464.722687976, 408325.6379186657 4766461.065281219, 408331.5530932522 4766456.823929851, 408337.0366175791 4766452.037547815, 408342.0382147898 4766446.749581178, 408346.5125021425 4766441.008483448, 408350.4183686265 4766434.866527351, 408353.7202744224 4766428.379780335, 408385.1582045268 4766368.784869899, 408554.7726231467 4766190.927866725, 408522.747645137 4766175.114183539, 408511.6720831454 4766169.645153448, 408500.5965190162 4766164.176023015, 408489.5209565234 4766158.706992157, 408478.4453937799 4766153.23796091, 408467.3697308288 4766147.768931168, 408450.4464719996 4766139.998205835, 408413.9326987548 4766121.909587752, 408424.2179552056 4766107.536342505, 408431.3113752714 4766097.623667839, 408438.4046973669 4766087.711095459, 408446.3846869626 4766076.559564518, 408454.4463161771 4766065.293800281, 408462.4264041064 4766054.142168623, 408470.4063922051 4766042.990539416, 408478.6458249182 4766031.476436311, 408480.2927975167 4766029.174992926, 408488.629815971 4766017.79834303, 408497.3907970294 4766005.843427646, 408506.4672351085 4765993.457985654, 408515.5437714042 4765981.072442522, 408529.9580402566 4765961.403107801, 408537.1650258267 4765951.56849392, 408544.3723094722 4765941.733774871, 408551.2132462396 4765932.398839607, 408554.870636599 4765927.513415146, 408559.7547763709 4765916.241284733, 408564.6391163426 4765904.969150898, 408569.5232604577 4765893.697221101, 408574.407499163 4765882.424989888, 408579.2734249565 4765871.189102518, 408582.5814871346 4765860.267279486, 408585.967872814 4765849.087192923, 408589.5980512803 4765837.101750529, 408593.1328816933 4765825.431490294, 408596.6676125125 4765813.761232206, 408600.2024436512 4765802.090972493, 408603.7371751943 4765790.420714923, 408607.2720070551 4765778.750455732, 408610.8067393229 4765767.080198685, 408614.3415719094 4765755.409940015, 408617.8763048996 4765743.73968349, 408618.4509778712 4765741.84234412, 408605.9313676117 4765741.247681456, 408593.4515869684 4765740.654767501, 408580.9718077221 4765740.061953456, 408568.4918280765 4765739.469143131, 408556.0118460593 4765738.8762328, 408543.5319653969 4765738.283420492, 408530.6715698593 4765737.672485157, 408517.8112756507 4765737.061647847, 408504.1137884747 4765736.410901079, 408494.537361853 4765735.955962023, 408494.5373589633 4765735.956008246, 408484.0241253169 4765735.456567113, 408474.386188774 4765734.9987502, 408463.9345815365 4765734.502335122))",307148.7758219985,0.19304724566721831
60,Loguen Park,1.5039498038830306,Near Eastside,1018620.0,1018617.57446,"POLYGON ((408653.8667346025 4766567.766154367, 408648.8635704573 4766571.560524912, 408504.7207813998 4766642.716322436, 408504.799447396 4766645.312405149, 408656.1617316416 4766646.874161023, 408653.8667346025 4766567.766154367))",6086.274303342081,0.005975033669106484
61,City Of Syracuse-Henniger,12.102411500791701,Eastwood,4991370.0,4991370.70329,"POLYGON ((409051.0450227791 4767778.234948004, 409030.9610903764 4767777.256831122, 409031.6602251556 4767762.900339876, 408992.0777567347 4767760.972580282, 408992.9436589719 4767743.191318567, 408976.9568440228 4767742.751916078, 408949.546741642 4767741.998529073, 408939.5104918508 4767741.722671593, 408921.2336535121 4767741.220315718, 408902.9568534878 4767740.717978553, 408884.6800520428 4767740.215621811, 408864.5756199099 4767739.663026431, 408844.470582035 4767739.110442366, 408824.3656205227 4767738.557837254, 408784.1406729547 4767737.867163764, 408783.4080387481 4767758.123973836, 408781.7175840716 4767804.864053506, 408749.0864106612 4767804.303788451, 408746.1450326998 4767883.416278982, 408709.6139664178 4767881.796904795, 408708.6019217339 4767904.629267883, 408918.0717333038 4767913.914794842, 409044.8038792686 4767919.0400293, 409051.0450227791 4767778.234948004))",48976.765006093905,0.009812287629490529
62,Sunnycrest Park,40.75580268750293,Eastwood,4991370.0,4991370.70329,"POLYGON ((408956.2912389545 4768511.115652392, 408956.842580137 4768499.529960906, 408991.0253383655 4768501.137327018, 409006.2450810972 4768501.844528448, 409006.7524984712 4768491.179518842, 409007.3173548323 4768479.308489344, 409007.8821079018 4768467.437261854, 409041.6622647843 4768469.170520477, 409041.7057303939 4768468.257348794, 409042.2561315399 4768456.690677261, 409076.0338818414 4768458.423782165, 409091.2501085234 4768459.204547786, 409091.3710359879 4768456.662701329, 409125.1572132108 4768458.270353531, 409125.320244588 4768454.843860084, 409126.0444083654 4768439.624507777, 409126.7684747954 4768424.405257386, 409127.4924419911 4768409.186008952, 409128.2202704775 4768393.890491811, 409128.9407764938 4768378.747404788, 409129.6937557957 4768362.919341669, 409130.489100383 4768346.178028004, 409130.5193117254 4768345.569290447, 409131.8372542599 4768317.870201064, 409132.5613264731 4768302.650951232, 409133.1548295379 4768290.17801852, 409178.8078537107 4768292.428061674, 409179.3134194913 4768281.80239117, 409262.1483656417 4768239.649308761, 409276.8934983651 4768232.145717713, 409276.9899398539 4768230.335795483, 409279.1157609879 4768190.168048048, 409279.7600400449 4768177.99594724, 409280.7263576526 4768159.737698046, 409281.692676298 4768141.479448964, 409282.9811329528 4768117.134949801, 409284.2695971094 4768092.790750714, 409284.9942629436 4768079.097015635, 409285.7995124314 4768063.881642186, 409286.8464215814 4768044.101855225, 409287.4906062192 4768031.929756898, 409288.7790730682 4768007.585358586, 409289.4233571653 4767995.413158562, 409290.2285144356 4767980.197987342, 409291.0337704959 4767964.982714355, 409291.8713422007 4767949.158864555, 409292.9343159433 4767929.074791798, 409044.8038392838 4767919.040024576, 408918.1071654098 4767913.916433117, 408917.2872845004 4767934.011942772, 408913.0721000476 4768042.009681492, 408923.120477122 4768042.402085936, 408917.2334860653 4768193.229311631, 408938.8407732878 4768194.4031916, 408948.8829397095 4768194.948700261, 408958.9253057325 4768195.494205114, 408971.2575545458 4768196.164200797, 408970.1356375563 4768227.989287265, 408969.40126492 4768243.208738982, 408967.7013609332 4768278.365554864, 408966.0013589584 4768313.522273052, 408965.1148913876 4768328.73589514, 408963.7421132697 4768363.905439503, 408938.9717597512 4768362.938538619, 408937.5989849789 4768398.108086035, 408937.0048130332 4768413.33299435, 408899.5522316011 4768411.871103729, 408898.1795615386 4768447.040653854, 408912.795172534 4768447.611163842, 408911.4226084977 4768482.780810722, 408910.8283385761 4768498.005622382, 408896.2127271352 4768497.435114721, 408894.840068379 4768532.604765546, 408904.8883446712 4768532.996956392, 408914.9365225763 4768533.389249055, 408924.9847963516 4768533.781339888, 408935.0331735391 4768534.173628727, 408943.8816509751 4768534.518959445, 408955.156841855 4768534.959098452, 408955.7265852745 4768522.986780049, 408956.2912389545 4768511.115652392))",164933.0276639481,0.03304363419756312
63,City Of Syracuse-Huntington,8.387223562454462,Eastwood,4991370.0,4991370.70329,"POLYGON ((409613.8332073165 4768232.847687549, 409614.6745309291 4768217.024074093, 409615.4511225878 4768202.417638033, 409616.2924278359 4768186.594005624, 409616.9395952808 4768174.42198207, 409617.5867635595 4768162.249978065, 409618.2339319261 4768150.077954612, 409618.5575161002 4768143.99193315, 409619.5282700438 4768125.733907863, 409620.175439802 4768113.561884554, 409620.8226100118 4768101.389861308, 409621.4697806915 4768089.217838102, 409622.1169518246 4768077.045814944, 409622.7641234257 4768064.873791843, 409623.7348818681 4768046.615767035, 409624.7056409917 4768028.35772283, 409625.3528147999 4768016.185719431, 409626.2345871695 4767999.601325423, 409626.2507706415 4767999.297035988, 409627.1244525081 4767982.864806289, 409628.0061982706 4767966.280978688, 409629.0740424638 4767946.197140294, 409516.6742120738 4767940.471743332, 409515.6112281653 4767960.555848232, 409514.3872125032 4767983.68297008, 409513.6785646012 4767997.072366896, 409512.9699172602 4768010.461763783, 409512.3257195739 4768022.633383731, 409511.6814940288 4768034.80556995, 409511.0372685698 4768046.977736712, 409510.3930439427 4768059.149923023, 409509.7488389109 4768071.322089515, 409509.1046152114 4768083.494275926, 409508.4603916066 4768095.666442891, 409507.8161688243 4768107.838629405, 409507.1719461398 4768120.010796458, 409506.5277242779 4768132.182983072, 409505.8835220217 4768144.355149859, 409505.2393010876 4768156.527336564, 409504.5950802485 4768168.699503831, 409503.3066403239 4768193.043857996, 409502.0182022471 4768217.388212365, 409500.7297855162 4768241.732566554, 409613.0566170425 4768247.454123751, 409613.8332073165 4768232.847687549))",33941.919545954464,0.006800119959750149
64,Huntington Park,3.3085508589071058,Eastwood,4991370.0,4991370.70329,"POLYGON ((409629.8506190118 4767931.590722927, 409630.6595768631 4767916.375596551, 409631.4686391651 4767901.160668282, 409632.1157277094 4767888.988628784, 409632.7630166304 4767876.816585563, 409633.4101079816 4767864.64464612, 409634.0572959834 4767852.472504928, 409634.7246855762 4767839.918903624, 409634.844047843 4767837.675474993, 409615.2722637509 4767833.062062084, 409596.921818477 4767828.73649152, 409578.5713760258 4767824.411120364, 409563.741723796 4767820.915381602, 409541.8706825307 4767815.760072889, 409523.5038631473 4767811.430709338, 409522.2790129447 4767834.573753943, 409521.6347260707 4767846.746044636, 409520.9905377254 4767858.918233535, 409520.3463479581 4767871.090322524, 409519.664127848 4767883.260629143, 409519.0578736236 4767895.434702457, 409516.6742161523 4767940.471815566, 409629.0740747704 4767946.197171298, 409629.8506190118 4767931.590722927))",13389.242128876811,0.0026824780055008657
65,Edgehill Park,1.2339830523237807,Meadowbrook,3722610.0,3722607.31822,"POLYGON ((410058.3011949869 4766147.40565957, 410058.3542702225 4766145.883044368, 410082.7173095295 4766146.731801706, 410084.0116760028 4766109.577286586, 410075.845490259 4766110.202167294, 410062.8064311018 4766111.455416024, 410049.8259183231 4766113.215032118, 410036.9237999697 4766115.478341456, 410024.1194073382 4766118.241779704, 410011.0813303469 4766121.598892132, 409998.1880246658 4766125.474645268, 409985.4599720782 4766129.862853229, 409993.5831984412 4766163.694047241, 409997.120398486 4766178.425206961, 410057.0904374388 4766182.164536042, 410058.3011949869 4766147.40565957))",4993.756655127016,0.0013414674791739324
66,City Of Syracuse-Notting-,48.02026264625911,Meadowbrook,3722610.0,3722607.31822,"POLYGON ((410845.5381480361 4766076.456007094, 410840.7657392772 4766068.308354925, 410836.5854445951 4766059.841640095, 410833.0184748881 4766051.098822875, 410830.0829290725 4766042.12426448, 410827.7937021664 4766032.963501993, 410826.1624097818 4766023.663017307, 410825.1973291259 4766014.27000127, 410706.5772652642 4765986.229906416, 410729.9568644808 4765904.171716977, 410844.148239309 4765931.077340156, 410904.9759308303 4765774.718621681, 410905.3314476891 4765773.523191032, 410905.4871558134 4765772.285773695, 410905.4388822021 4765771.039532816, 410905.1879205882 4765769.817867995, 410904.7409968221 4765768.653520177, 410904.1100885732 4765767.577694229, 410903.3121043661 4765766.619222584, 410902.3684304021 4765765.803792543, 410901.3043574041 4765765.153257868, 410768.659069426 4765698.310581455, 410742.7677519836 4765685.693238932, 410716.5493493177 4765673.77043934, 410690.022488684 4765662.550653616, 410663.2060164755 4765652.041853238, 410636.1189848668 4765642.251504555, 410608.7806382678 4765633.186563476, 410581.2103996349 4765624.853470548, 410553.4278567001 4765617.258146352, 410525.4527480269 4765610.40598735, 410497.3049490217 4765604.301861951, 410469.0044577776 4765598.950107173, 410418.720101569 4765590.133545258, 410415.6608266399 4765642.388161357, 410414.2003962941 4765667.333205909, 410412.7755993288 4765691.669826652, 410411.1727053557 4765719.048547197, 410409.5698137187 4765746.427268004, 410407.4326281296 4765782.932210032, 410406.181648404 4765804.300253575, 410405.1130585616 4765822.552734669, 410403.8307872906 4765844.455095081, 410402.7978117211 4765862.099172242, 410401.7648367509 4765879.743230015, 410400.7318826107 4765897.387307047, 410399.609861094 4765916.552414953, 410398.5947145299 4765933.892270613, 410397.6329866424 4765950.319520044, 410396.6000165158 4765967.963578405, 410395.5670672178 4765985.607655997, 410394.53409903 4766003.251714595, 410393.0239843512 4766029.04623567, 410396.2644280622 4766029.622135801, 410405.3490808537 4766031.61983058, 410414.2419561619 4766034.347185438, 410422.8845522935 4766037.786258434, 410431.2200140214 4766041.914425585, 410439.1935066155 4766046.704529734, 410446.7525765417 4766052.12505918, 410453.8474965683 4766058.140354962, 410460.4315928641 4766064.710845501, 410493.4656183514 4766100.465372032, 410497.0741897183 4766103.789168406, 410501.1693914412 4766106.490784938, 410505.6450694487 4766108.500191526, 410510.3852071303 4766109.765301208, 410515.2669326704 4766110.253320399, 410856.9150780657 4766116.761333647, 410856.6807010276 4766109.688873071, 410855.7639208605 4766102.672168313, 410854.1733201679 4766095.776907539, 410851.9237896242 4766089.067641948, 410849.0363886133 4766082.60718154, 410845.5381480361 4766076.456007094))",194331.28009264017,0.05220300275602572
67,Nottingham Courts,2.447567973620707,Meadowbrook,3722610.0,3722607.31822,"POLYGON ((410833.9211555186 4765957.36636859, 410844.1482696556 4765931.077334579, 410729.9569048806 4765904.171723021, 410706.577263177 4765986.229960242, 410825.1972936495 4766014.269953395, 410824.904605584 4766004.604741673, 410825.3171449215 4765994.943929161, 410826.4328801258 4765985.338851218, 410828.2458775761 4765975.840716807, 410830.7463902136 4765966.500006842, 410833.9211555186 4765957.36636859))",9904.964929726695,0.0026607600756726737
68,City Of Syracuse-Hw Smith,14.703941430434272,Meadowbrook,3722610.0,3722607.31822,"POLYGON ((410874.6820005535 4766684.143183285, 410876.823377934 4766644.272081004, 410877.968023268 4766622.959614526, 410879.1123366741 4766601.653259895, 410880.3220135836 4766579.129721553, 410881.4663490315 4766557.823347373, 410882.6596883656 4766535.604100455, 410884.4253660121 4766502.728630478, 410885.4062600777 4766484.465148943, 410885.8456151736 4766476.284923067, 410886.260843885 4766468.553597223, 410887.1977701745 4766451.108913515, 410887.5810972926 4766443.97164268, 410889.6174090584 4766406.057133377, 410892.1113470233 4766359.62251208, 410893.1899804489 4766339.539396341, 410893.9928165583 4766324.591310414, 410875.4845999629 4766324.293160298, 410790.1523044066 4766322.918471043, 410743.2673438352 4766322.163186889, 410737.5503338919 4766425.710676705, 410707.1244285603 4766424.030662107, 410696.4007019804 4766618.262594932, 410694.6654597011 4766649.692343196, 410874.5617212247 4766686.38256633, 410874.6820005535 4766684.143183285))",59504.79241716724,0.015984708385954612
